Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
IDIG,INTL DIGITAL HOLDING INC,Pink No Information,0.014085,0,300 ,Common Stock,USA,Florida
BPCP,BISHOP CAPITAL CORP,Pink No Information,33.000000,,0 ,Common Stock,USA,Wyoming
GAMN,GREAT AMER FOOD CHAIN INC,Pink No Information,0.015000,,0 ,Common Stock,USA,Texas
TGRO,TIGER OIL AND ENERGY INC,Pink No Information,0.001000,-27.5362,"84,591,236 ",Common Stock,USA,Nevada
NTCI,NUTECH INC,Pink No Information,0.005000,,0 ,Common Stock,USA,Texas
PROT,PROTEONOMIX INC,Pink No Information,0.006600,,0 ,Common Stock,USA,New Jersey
HMNY,HELIOS&MATHESON ANALYTICS,Pink No Information,0.008500,165.625,"1,555,852,876 ",Common Stock,USA,New York
USGA,US GLOBAL NANOSPACE INC,Pink No Information,0.003220,20.1493,"35,000 ",Common Stock,USA,Nevada
NTFY,NOTIFY TECHNOLOGY CORP,Pink No Information,6.000000,,0 ,Common Stock,USA,California
SEYE,SIGNATURE EYEWEAR INC,Pink No Information,0.015750,,0 ,Common Stock,USA,California
MCIC,MULTICORP INTL INC,Pink No Information,0.005600,7.6923,"219,571 ",Common Stock,USA,California
MGCV,MGC VENTURES INC,Pink No Information,0.018410,,0 ,Common Stock,USA,Washington
BMRK,BENCHMARK ENERGY CORP,Pink No Information,0.025000,,0 ,Common Stock,USA,Texas
SQCC,SQUARE CHAIN CORP,Pink No Information,0.064900,4.3408,"90,355 ",Common Stock,USA,California
SYEV,SEYCHELLE ENVRNMNTL TECH,Pink No Information,0.090000,5.7579,"3,400 ",Common Stock,USA,California
CNWT,CISTERA NETWORKS INC,Pink No Information,0.019950,,0 ,Common Stock,USA,Texas
HIUH,HERO INTL USA HLDG  CORP,Pink No Information,0.000000,,0 ,Common Stock,USA,California
STRZ,STAR BUFFET INC,Pink No Information,0.160000,45.4545,"13,005 ",Common Stock,USA,Arizona
BRYN,BRYN RESOURCES INC,Pink No Information,0.023000,0,"85,680 ",Common Stock,USA,New York
KNBA,KINBASHA GAMING INTL INC,Pink No Information,0.205000,,0 ,Common Stock,USA,Nevada
SSOF,SIXTY SIX OILFIELD SER,Pink No Information,0.001500,-21.0526,"6,829,309 ",Common Stock,USA,Texas
AMCY,ACS GLOBAL INC,Pink No Information,6.750000,-6.8966,158 ,Common Stock,USA,New Jersey
NOUV,NOUVEAU LIFE PHARMS INC,Pink No Information,0.000800,-11.1111,"30,517,707 ",Common Stock,USA,Texas
GEVI,GENERAL ENVIR MGMT INC,Pink No Information,0.199500,-16.875,"392,956 ",Common Stock,USA,California
GBEI,GREAT BASIN ENERGIES INC,Pink No Information,0.060000,,0 ,Common Stock,USA,Washington
VYDR,VYDROTECH INC,Pink No Information,0.004220,20.5714,"20,071 ",Common Stock,USA,Texas
RESS,RENEWABLE ENERGY SLTNS,Pink No Information,0.038950,-2.625,"42,000 ",Common Stock,USA,Georgia
CPFH,CAPITAL FINANCIAL HLD INC,Pink No Information,100.000000,,0 ,Common Stock,USA,North Dakota
CNHC,CHINA HEALTH MGMT CORP,Pink No Information,0.015900,,0 ,Common Stock,USA,Nevada
ECTE,ECHO THERAPEUTICS INC,Pink No Information,0.041000,-18,"13,300 ",Common Stock,USA,New Jersey
FSNR,FREESTONE RESOURCES INC,Pink No Information,0.009400,-1.0526,"5,319 ",Common Stock,USA,Texas
DIGI,DIGITILITI INC,Pink No Information,0.053000,-3.9855,"110,659 ",Common Stock,USA,Washington
GWIO,GREAT WESTERN IRON ORE PP,Pink No Information,0.050000,,0 ,Common Stock,USA,Nevada
ENHT,ENHERENT CORP,Pink No Information,0.005500,,0 ,Common Stock,USA,New Jersey
ROKK,ROKK3R INC,Pink No Information,0.000000,,0 ,Common Stock,USA,Florida
EEGI,ELINE ENTMT GROUP INC,Pink No Information,0.000500,11.1111,"77,272,110 ",Common Stock,USA,California
BRCOQ,BEARD CO,Pink No Information,0.015000,,0 ,Common Stock,USA,Oklahoma
GNPG,GREEN PLANET GROUP INC,Pink No Information,0.026005,10.9428,"288,985 ",Common Stock,USA,Arizona
HWVI,HAWAII VINTAGE CHOCOLATE,Pink No Information,0.007250,-43.733,"10,000 ",Common Stock,USA,Hawaii
WWSG,WORLDWIDE STRATEGIES INC,Pink No Information,0.040000,,0 ,Common Stock,USA,Florida
FLXI,FLEXIINTERNATIONAL SFTWRE,Pink No Information,0.230100,,0 ,Common Stock,USA,Connecticut
BRTX,BIORESTORATIVE THERAPIES,Pink No Information,0.012300,-5.3846,"21,530,964 ",Common Stock,USA,New York
ACCR,ACCESS-POWER & CO INC,Pink No Information,0.024000,20,"243,450 ",Common Stock,USA,Michigan
PHLI,PACIFICHEALTH LABS INC,Pink No Information,0.045000,50,"2,000 ",Common Stock,USA,New Jersey
TMIX,TARSIN MOBILE INC,Pink No Information,0.004000,,0 ,Common Stock,USA,Nevada
TRSI,TROPHY RESOURCES INC,Pink No Information,0.009500,2.1505,"5,834,541 ",Common Stock,USA,Georgia
AWSI,ARIA WIRELESS SYS INC,Pink No Information,0.029500,,0 ,Common Stock,USA,New York
CFGX,CAPITAL FINCL GLOBAL INC,Pink No Information,0.000800,-11.1111,"51,869,457 ",Common Stock,USA,Utah
HUMT,HUMATECH INC,Pink No Information,0.008000,-19.1919,"25,000 ",Common Stock,USA,Texas
VICP,VICAPSYS LIFE SCIENCES,Pink No Information,1.500000,,0 ,Common Stock,USA,Georgia
TMOL,TRIMOL GROUP INC,Pink No Information,0.003500,,0 ,Common Stock,USA,New York
VCII,VIVICELLS INTL INC,Pink No Information,0.011100,,0 ,Common Stock,USA,Florida
TALN,TALON INTERNATIONAL INC,Pink No Information,0.060000,,5 ,Common Stock,USA,California
FFPM,FFP MARKETING CO INC,Pink No Information,0.012500,,0 ,Common Stock,USA,Texas
MERR,MERRIMAN HOLDINGS INC,Pink No Information,0.100000,0,850 ,Common Stock,USA,California
ZNNC,ZANN CORP,Pink No Information,0.014500,-24.0838,"2,046 ",Common Stock,USA,Nevada
CTBK,CITY BANK WA,Pink No Information,0.013000,8.3333,"12,700 ",Common Stock,USA,Washington
BRGC,BRIGHTROCK GOLD CORP,Pink No Information,0.026000,0,"20,600 ",Common Stock,USA,Florida
CXCQ,CARDXX INC,Pink No Information,0.007500,,0 ,Common Stock,USA,New York
OPTL,OPTIMUM INTRACTVE USA NEW,Pink No Information,0.001500,,0 ,Common Stock,USA,California
AWWC,ACCESS WORLDWIDE COMMUNS,Pink No Information,0.016000,,0 ,Common Stock,USA,Virginia
LIHC,LIBERTY INTL HLDG CORP,Pink No Information,0.360000,-27.2727,"2,519 ",Common Stock,USA,Colorado
AXTG,AXIS TECHS GROUP INC,Pink No Information,0.003540,-9.2308,"10,094 ",Common Stock,USA,Nebraska
ARBU,AMERICAN BUSINESS CRP,Pink No Information,0.005100,,0 ,Common Stock,USA,Kentucky
GLOH,GLOW HOLDINGS INC,Pink No Information,0.130000,,8 ,Common Stock,USA,Washington
DKAM,DRINKS AMERICAS HLDGS LTD,Pink No Information,0.000600,-14.2857,"34,167,866 ",Common Stock,USA,California
QMIS,QMIS FINANCE SECS CORP,Pink No Information,0.070000,,0 ,Common Stock,USA,New York
ADNY,ADINO ENERGY CORP,Pink No Information,0.019900,-17.0833,"1,233,372 ",Common Stock,USA,Texas
CAHI,CARRIER ALLIANCE HLDGS,Pink No Information,0.006000,,0 ,Common Stock,USA,New York
PTEO,PROTEO INC,Pink No Information,0.000000,,0 ,Common Stock,USA,California
CNLK,CANNALINK INC,Pink No Information,0.121000,,50 ,Common Stock,USA,California
BANI,BANNEKER INC,Pink No Information,0.000600,0,"5,539,386 ",Common Stock,USA,Florida
IOTC,IOTA COMMUNICATIONS INC,Pink No Information,0.241000,4.5553,"34,296 ",Common Stock,USA,Pennsylvania
FRNV,FRONTERA INVESTMENT INC,Pink No Information,0.002600,,0 ,Common Stock,USA,California
SGTB,SUGGESTION BOX INC,Pink No Information,0.023000,0,"15,100 ",Common Stock,USA,Arizona
IAHL,IAHL CORP,Pink No Information,0.500000,1.1122,"16,937 ",Common Stock,USA,Florida
VGID,V GROUP INC,Pink No Information,0.002460,-5.3846,"79,575,818 ",Common Stock,USA,California
ATMO,AMERICATOWNE HLDG INC,Pink No Information,0.012100,,0 ,Common Stock,USA,North Carolina
NLAB,NUONCOLOGY LABS INC,Pink No Information,0.010100,,0 ,Common Stock,USA,Florida
CPWY,CLEAN ENERGY PATHWAYS INC,Pink No Information,0.010500,-15.3226,"208,421 ",Common Stock,USA,Wyoming
IBRC,IBRANDS CORP,Pink No Information,0.000500,0,"12,493,333 ",Common Stock,USA,Nevada
COCM,COMERTON CORP,Pink No Information,0.009920,-50.4,"13,800 ",Common Stock,USA,Florida
NESW,NEW ENGLAND SERVICE CO,Pink No Information,23.000000,,0 ,Common Stock,USA,Connecticut
AGTK,AGRITEK HOLDINGS INC,Pink No Information,0.024960,12.4324,"611,468 ",Common Stock,USA,Florida
HHGI,HAWAIIAN HOSPITALITY GRP,Pink No Information,0.050000,,0 ,Common Stock,USA,Hawaii
TLDN,TELIDYNE INC,Pink No Information,1.808000,,0 ,Common Stock,USA,New York
ALKN,ALKANE INC,Pink No Information,0.007700,-1.2821,"150,835 ",Common Stock,USA,Maryland
TTHG,TITANIUM HLDGS GROUP INC,Pink No Information,0.270000,,7 ,Common Stock,USA,Texas
CTBG,COIL TUBING TECH INC,Pink No Information,0.110000,0,"1,593 ",Common Stock,USA,Texas
KGJI,KINGOLD JEWELRY INC,Pink No Information,0.225000,1.81,"29,026 ",Common Stock,USA,New York
ARPC,AREM PACIFIC CORP,Pink No Information,0.084000,,0 ,Common Stock,USA,Arizona
UAMA,UNITED AMERICAN CORP,Pink No Information,0.086000,160.6061,"202,749 ",Common Stock,USA,Florida
CTNI,CITRON INC,Pink No Information,0.003100,,0 ,Common Stock,USA,New York
RBDC,RBID.COM INC,Pink No Information,0.000400,0,"1,325,000 ",Common Stock,USA,California
TSRR,TRADESTAR RES CORP,Pink No Information,0.007500,0,"56,056 ",Common Stock,USA,Texas
KGRI,KILEY GROUP INC,Pink No Information,0.000400,-20,"18,139,611 ",Common Stock,USA,Texas
MDKM,MDECHEM INC,Pink No Information,0.013000,,0 ,Common Stock,USA,Texas
HGPI,HORIZON GROUP PPTYS INC,Pink No Information,1.000000,,4 ,Common Stock,USA,Illinois
IPLY,INTERPLAY ENTMT CORP,Pink No Information,0.052050,-10.2586,100 ,Common Stock,USA,California
IBSS,INTEGRATED BUS SYS & SVCS,Pink No Information,0.014030,,0 ,Common Stock,USA,South Carolina
SGRZ,STONEPATH GROUP INC,Pink No Information,0.005200,1.9608,"23,072 ",Common Stock,USA,Washington
SITS,SOUTHERN ITS INTAL INC,Pink No Information,0.062000,16.9811,"2,544,656 ",Common Stock,USA,Nevada
DVAR,DOVARRI INC,Pink No Information,0.004200,,0 ,Common Stock,USA,Texas
HKWO,HONG KONG WINALITE GRP,Pink No Information,0.080000,,0 ,Common Stock,USA,New York
TIGE,TIGRENT INC,Pink No Information,0.020000,,0 ,Common Stock,USA,Florida
IENT,IENTERTAINMENT NTWRK INC,Pink No Information,0.015000,,0 ,Common Stock,USA,North Carolina
AWKS,AMERIWORKS INC,Pink No Information,0.200000,,0 ,Common Stock,USA,Pennsylvania
ZVLO,ZVELO INC,Pink No Information,0.051000,-16.3934,600 ,Common Stock,USA,Colorado
CMFV,COMF5 INTERNATIONAL INC,Pink No Information,0.004890,35.8333,"1,300 ",Common Stock,USA,Nevada
NWTT,NW TECH CAPITAL INC,Pink No Information,0.000500,-16.6667,"31,016,149 ",Common Stock,USA,Nevada
EVLI,EVERLERT INC,Pink No Information,0.004000,-4.7619,"100,000 ",Common Stock,USA,California
INOH,IN OVATIONS HOLDINGS INC,Pink No Information,0.000500,25,"18,533,087 ",Common Stock,USA,New York
SHDC,SURETY HOLDINGS CORP,Pink No Information,2.800000,,0 ,Common Stock,USA,Georgia
GRVE,GROOVE BOTANICALS INC,Pink No Information,0.046000,-9.8039,"27,830 ",Common Stock,USA,Minnesota
OIDN,OIDON CO LTD,Pink No Information,0.023100,,0 ,Common Stock,USA,New York
TRBX,TRB SYSTEMS INTL INC,Pink No Information,0.040000,0,"1,000 ",Common Stock,USA,New Jersey
SYHO,SYNERGIE WELLNESS PRODS,Pink No Information,0.001000,0,"1,300 ",Common Stock,USA,California
ESWW,ENVIRONMENTAL SOL WRL NEW,Pink No Information,5.750000,,0 ,Common Stock,USA,Pennsylvania
ATIW,ATI NETWORKS INC,Pink No Information,0.025000,,0 ,Common Stock,USA,Florida
DVLP,GOLDEN DEVELOPING SOL,Pink No Information,0.004000,-2.439,"284,947 ",Common Stock,USA,Texas
PVRS,PROVIDENCE RESOURCES INC,Pink No Information,0.030000,-13.5447,"15,089 ",Common Stock,USA,Texas
DEQI,DIRECT EQUITY INTL INC,Pink No Information,0.006000,,0 ,Common Stock,USA,California
TLFX,TELEFIX COMMUNS HLDGS,Pink No Information,0.060000,,10 ,Common Stock,USA,Texas
GLYE,GLYECO INC,Pink No Information,0.047800,,0 ,Common Stock,USA,West Virginia
XSNX,NOVACCESS GLOBAL INC,Pink No Information,0.600000,,78 ,Common Stock,USA,Ohio
FRXX,FORECROSS CORP,Pink No Information,0.157900,21.4615,"8,800 ",Common Stock,USA,California
ORNC,ORANCO INC,Pink No Information,0.330000,,0 ,Common Stock,USA,New York
PTSH,PTS INC,Pink No Information,9.250100,,20 ,Common Stock,USA,Minnesota
GKIT,GREENKRAFT INC,Pink No Information,0.028000,,0 ,Common Stock,USA,California
ELCI,EASTERN LIGHT CAPITAL INC,Pink No Information,0.700100,,0 ,Common Stock,USA,California
SCTN,SCHIMATIC TECHS INC,Pink No Information,0.001500,,0 ,Common Stock,USA,Nevada
KAHL,KAHALA CORP FL,Pink No Information,300.000000,,0 ,Common Stock,USA,Delaware
INCT,INCAPTA INC,Pink No Information,0.001400,-9.6774,"100,801,860 ",Common Stock,USA,Wyoming
FQFC,FUQUAN FINANCIAL CO,Pink No Information,0.008500,,0 ,Common Stock,USA,California
TFBN,TFN FOOTBALL NETWORK,Pink No Information,0.000650,62.5,"4,825,002 ",Common Stock,USA,California
AGGI,ALLIED ENERGY INC,Pink No Information,0.015000,12.782,"37,521 ",Common Stock,USA,Kentucky
RSHN,RUSHNET INC,Pink No Information,0.001400,-6.6667,"28,983,859 ",Common Stock,USA,Colorado
ADYX,ADYNXX INC,Pink No Information,0.383625,58.2611,366 ,Common Stock,USA,California
PLWY,PEOPLESWAY.COM INC,Pink No Information,0.000600,-72.7273,"20,000 ",Common Stock,USA,North Carolina
CYBA,CANYON BANCORP (CA),Pink No Information,0.004000,,0 ,Common Stock,USA,California
USMJ,NORTH AMER CANNABIS HLDG,Pink No Information,0.001700,-10.5263,"193,431,807 ",Common Stock,USA,Texas
PVNO,PROVISION OPERATION SYS,Pink No Information,0.002600,,0 ,Common Stock,USA,California
FUTS,FUTURE SCIENCE HOLDINGS,Pink No Information,0.025000,38.8889,"1,000 ",Common Stock,USA,New York
RRRI,ROCK RIDGE RESOURCES INC,Pink No Information,0.021000,-25,400 ,Common Stock,USA,California
ITLK,INTERLINK PRODUCTS INTL,Pink No Information,0.028000,,0 ,Common Stock,USA,New Jersey
FMBV,FULL MOTION BEVERAGE INC,Pink No Information,0.010000,,0 ,Common Stock,USA,New York
AWEB,ARETI WEB INNOVATIONS INC,Pink No Information,0.018000,,0 ,Common Stock,USA,Nevada
VVIT,VISTA INTL TECHS INC,Pink No Information,0.025000,66.6667,"46,300 ",Common Stock,USA,Colorado
FNRC,1ST NRG CORP,Pink No Information,0.000400,-20,"70,535,332 ",Common Stock,USA,Colorado
SIBE,SIBLING GROUP HLDGS INC,Pink No Information,0.013200,-3.6496,"1,386 ",Common Stock,USA,Florida
GNLKQ,GENELINK INC,Pink No Information,0.001900,5.5556,"296,306 ",Common Stock,USA,Florida
CHAG,CHANCELLOR GROUP INC,Pink No Information,0.018900,0,"2,000 ",Common Stock,USA,Texas
MCBP,MICHIGAN COMMUTY BNCRP,Pink No Information,0.000600,,0 ,Common Stock,USA,Michigan
AVIX,AVIX TECHS INC,Pink No Information,0.680000,,0 ,Common Stock,USA,Nevada
CLPE,CLEAR PEAK ENERGY INC,Pink No Information,4.500000,,0 ,Common Stock,USA,Utah
SAEC,STARLIGHT ENERGY CORP,Pink No Information,0.510000,,0 ,Common Stock,USA,Colorado
TCEC,TRANSCOASTAL CORP,Pink No Information,0.018000,,0 ,Common Stock,USA,Texas
MKRO,MONKEY ROCK GROUP INC,Pink No Information,0.045000,,0 ,Common Stock,USA,Florida
ITPC,INTREPID CAPITAL CORP,Pink No Information,168.750000,,0 ,Common Stock,USA,Florida
XNNHQ,XENONICS HOLDINGS INC,Pink No Information,0.042000,5,"9,764 ",Common Stock,USA,New York
AMWK,AMERISTAR NETWORK INC,Pink No Information,0.080000,,50 ,Common Stock,USA,Utah
ASPZ,ASIA PPTYS INC,Pink No Information,0.042000,5,"124,600 ",Common Stock,USA,Washington
CTDT,CENTAURUS DIAMOND TECHS,Pink No Information,0.040000,14.2857,"75,314 ",Common Stock,USA,Nevada
IHAI,INNOVATIVE HLDGS ALL INC,Pink No Information,0.112000,-10.4,"196,695 ",Common Stock,USA,Georgia
PRMK,PROCENCEPT MKTNG GRP NEW,Pink No Information,0.012000,,0 ,Common Stock,USA,Indiana
ITCJ,INFINITE TECH CORP,Pink No Information,0.000400,-20,"7,396,221 ",Common Stock,USA,Texas
BETW,BETTWORK INDUSTRIES INC,Pink No Information,0.020000,33.3333,642 ,Common Stock,USA,Florida
FCGD,FIRST COLOMBIA GLD CORP,Pink No Information,0.000500,-16.6667,"50,891,010 ",Common Stock,USA,Tennessee
NZIH,NZJ HOLDINGS INC,Pink No Information,0.030500,,0 ,Common Stock,USA,Wyoming
EVCI,EVCI CAREER COLLEGES HDG,Pink No Information,0.400000,21.2121,"9,410 ",Common Stock,USA,New York
MVNT,MOVEMENT INDS CORP,Pink No Information,0.021400,-2.7273,"1,191,092 ",Common Stock,USA,Texas
EVRC,EVERCEL INC,Pink No Information,2.400000,-4,"69,550 ",Common Stock,USA,New York
NNLX,NANOLOGIX INC,Pink No Information,0.054450,-2.7679,"48,113 ",Common Stock,USA,Ohio
ATYG,ATLAS TECH GROUP INC,Pink No Information,0.000400,-20,"11,920,750 ",Common Stock,USA,Florida
ESFS,ECO-SAFE SYSTEMS USA INC,Pink No Information,0.004100,,0 ,Common Stock,USA,California
TURA,TURBINE AVIATION INC,Pink No Information,0.076650,,0 ,Common Stock,USA,Nevada
EPOR,EPIC CORP,Pink No Information,0.351000,0.1427,"14,685 ",Common Stock,USA,California
SEVT,SUMMIT ENVRNMNTL CORP,Pink No Information,0.003300,-31.25,"90,457 ",Common Stock,USA,Wisconsin
ERAO,ENERGY REVENUE AMERICA,Pink No Information,0.004500,-4.2553,"28,333 ",Common Stock,USA,Texas
NSBK,NORTHERN STAR FINCL INC,Pink No Information,0.020000,,0 ,Common Stock,USA,Minnesota
NTFL,NETWORK 1 FINANCIAL GRP,Pink No Information,0.059000,-1.6667,"14,523 ",Common Stock,USA,New Jersey
TPII,TRIAD PRO INNOVATORS INC,Pink No Information,0.108000,-11.2207,"243,495 ",Common Stock,USA,Nevada
MSPC,METROSPACES INC,Pink No Information,0.001400,16.6667,"271,447,719 ",Common Stock,USA,New Jersey
ICRD,INTL CARD ESTABLSHMNT INC,Pink No Information,0.038000,0,"20,000 ",Common Stock,USA,California
LATF,LATTENO FOOD CORP,Pink No Information,0.000500,0,"63,426,267 ",Common Stock,USA,Colorado
PWLK,POWERLOCK INTL CORP,Pink No Information,0.001400,0,"257,271 ",Common Stock,USA,California
BZTG,BUZZ TECHNOLOGIES INC,Pink No Information,0.007000,0,"1,133,203 ",Common Stock,USA,Florida
ZIPL,ZIPLINK INC,Pink No Information,0.500000,1.5847,246 ,Common Stock,USA,Connecticut
LMGR,LIGHT MGMT GROUP INC,Pink No Information,0.002300,,0 ,Common Stock,USA,Nevada
GSDT,GSDT FINTECH GROUP INC,Pink No Information,1.500000,,0 ,Common Stock,USA,Massachusetts
MTLI,METALINE CONTACT MINES,Pink No Information,0.270000,,0 ,Common Stock,USA,Wisconsin
SLNM,SALON MEDIA GROUP INC,Pink No Information,0.016000,,6 ,Common Stock,USA,California
EWKS,EARTHWORKS ENTMT NEW,Pink No Information,0.000300,0,"12,104,478 ",Common Stock,USA,Texas
FIEC,FRONTIER NATL CORP,Pink No Information,0.029800,0,"10,500 ",Common Stock,USA,Alabama
NUEC,NUEARTH CORP,Pink No Information,0.022300,-21.4789,"39,300 ",Common Stock,USA,Florida
BCCI,BARISTAS COFFEE CO INC,Pink No Information,0.039400,-1.4754,"205,111 ",Common Stock,USA,Washington
PRZM,PRISM TECHNOLOGIES GROUP,Pink No Information,0.059800,,45 ,Common Stock,USA,California
ICNM,ICON MEDIA HOLDINGS INC,Pink No Information,0.001000,-16.6667,"337,230,598 ",Common Stock,USA,North Carolina
LVWD,LIVEWORLD INC,Pink No Information,0.125000,-4.2146,"132,800 ",Common Stock,USA,California
TLFE,ELFATO INC,Pink No Information,0.200000,,7 ,Common Stock,USA,California
FRMB,FORUM MOBILE INC,Pink No Information,0.020000,-20,"10,000 ",Common Stock,USA,New York
SBOX,SUPERBOX INC,Pink No Information,0.060000,-34.0659,"144,579 ",Common Stock,USA,California
AVVH,AVVAA WRLD H/C PRODS INC,Pink No Information,0.009600,-1.0309,"4,519,469 ",Common Stock,USA,Texas
BLIAQ,BB LIQUIDATING INC A,Pink No Information,0.022800,6.0465,"435,196 ",Common Stock,USA,Texas
BLIBQ,BB LIQUIDATING INC B,Pink No Information,0.010000,13.6364,"5,501 ",Common Stock,USA,Texas
MRDH,MERIDIAN HOLDINGS INC,Pink No Information,0.006500,,0 ,Common Stock,USA,California
XMEX,XEMEX GROUP INC,Pink No Information,4.000000,,0 ,Common Stock,USA,New York
IMKI,IMMEDIATEK INC,Pink No Information,0.500000,,0 ,Common Stock,USA,Texas
ADST,ADSTAR INC,Pink No Information,0.003000,,0 ,Common Stock,USA,California
WPKS,WORLD POKER STORE INC,Pink No Information,0.010000,,0 ,Common Stock,USA,Minnesota
SLLN,SEARCHLIGHT SOLUTIONS LTD,Pink No Information,0.000300,-25,"3,200,000 ",Common Stock,USA,Georgia
GESI,GENERAL EUROPEAN STRATGS,Pink No Information,3.000000,,0 ,Common Stock,USA,Nevada
IVHI,INVECH HOLDINGS INC,Pink No Information,1.160000,,0 ,Common Stock,USA,California
OJSY,OJSYS INC,Pink No Information,0.011000,,0 ,Common Stock,USA,California
EMBR,EMBARR DOWNS INC,Pink No Information,0.001500,0,"18,666 ",Common Stock,USA,California
MCDA,KMA HOLDING INC,Pink No Information,0.005500,,0 ,Common Stock,USA,Florida
EMMA,EMMAUS LIFE SCIENCES INC,Pink No Information,1.547000,2.4503,"1,825 ",Common Stock,USA,California
VCYE,VELOCITY ENERGY INC,Pink No Information,0.102000,-27.1429,"56,243 ",Common Stock,USA,Texas
GSML,G&S MINERALS INC,Pink No Information,0.009520,86.6667,"7,100 ",Common Stock,USA,Nevada
FERN,FERNHILL CORP,Pink No Information,0.001700,-5.5556,"8,749,149 ",Common Stock,USA,Nevada
RITE,MINERALRITE CORP,Pink No Information,0.001000,-9.0909,"20,833,961 ",Common Stock,USA,California
FSEI,FIRST SEISMIC CORP,Pink No Information,0.050100,,0 ,Common Stock,USA,Texas
ADTY,ADTEGRITY.COM INTL  INC,Pink No Information,0.022100,,0 ,Common Stock,USA,Michigan
NWGC,NEW WORLD GOLD CORP,Pink No Information,0.005100,-5.5556,"25,292,575 ",Common Stock,USA,Florida
TCCR,TRICCAR INC,Pink No Information,0.400000,59.936,"6,500 ",Common Stock,USA,Nevada
VCTL,RAINMAKER SYSTEMS INC,Pink No Information,0.005000,,0 ,Common Stock,USA,California
SKYF,SKY440 INC,Pink No Information,0.000400,-20,"40,235,144 ",Common Stock,USA,California
WSTM,HRSOFT INC,Pink No Information,0.252000,,0 ,Common Stock,USA,Florida
HSCC,HOMELAND SECURITY CORP,Pink No Information,0.015550,7.2414,150 ,Common Stock,USA,California
ONCP,141 CAPITAL INC,Pink No Information,0.000900,,0 ,Common Stock,USA,Illinois
EFIR,EGPI FIRECREEK INC,Pink No Information,0.001150,-11.5385,"829,346,261 ",Common Stock,USA,Arizona
NBGV,NEWBRIDGE GLOBAL VENTURES,Pink No Information,0.132500,,0 ,Common Stock,USA,Florida
BMIN,BRITANNIA MINING INC,Pink No Information,0.011300,56.9444,"55,207 ",Common Stock,USA,New York
PRDL,PROFITABLE DEVELOPMENTS,Pink No Information,0.000400,14.2857,"68,686,466 ",Common Stock,USA,Michigan
